t,x,err,fOut,fIn,fSet,y,errAbs,fI,deltaF,norm,kP,kI,kD,largo,vel
2782285.000000,0.000000,4896.532218,115.705184,3.467782,4900.000000,0.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2782379.000000,0.000000,4899.903673,115.705184,0.096327,4900.000000,241.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2782472.000000,0.000000,4898.844073,115.705184,1.155927,4900.000000,491.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2782566.000000,0.000000,4892.101162,115.705184,7.898838,4900.000000,740.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2782659.000000,0.000000,4891.812181,115.705184,8.187819,4900.000000,989.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2782753.000000,0.000000,4894.990981,115.705184,5.009019,4900.000000,1238.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2782846.000000,0.000000,4893.642399,115.705184,6.357601,4900.000000,1487.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2782940.000000,0.000000,4898.940400,115.705184,1.059600,4900.000000,1736.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2783033.000000,0.000000,4898.266109,115.705184,1.733891,4900.000000,1985.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2783127.000000,0.000000,4896.146909,115.705184,3.853091,4900.000000,2234.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2783220.000000,0.000000,4899.711018,115.705184,0.288982,4900.000000,2483.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2783313.000000,0.000000,4903.467782,115.705184,-3.467782,4900.000000,2732.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2783407.000000,0.000000,4905.201674,115.705184,-5.201674,4900.000000,2981.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2783500.000000,0.000000,4897.399163,115.705184,2.600837,4900.000000,3231.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2783594.000000,0.000000,4895.568945,115.705184,4.431055,4900.000000,3480.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2783687.000000,0.000000,4896.339563,115.705184,3.660437,4900.000000,3729.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2783781.000000,0.000000,4900.866946,115.705184,-0.866946,4900.000000,3978.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2783874.000000,0.000000,4899.133054,115.705184,0.866946,4900.000000,4227.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2783968.000000,0.000000,4897.688145,115.705184,2.311855,4900.000000,4476.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2784061.000000,0.000000,4901.926546,115.705184,-1.926546,4900.000000,4725.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2784154.000000,0.000000,4897.302836,115.705184,2.697164,4900.000000,4974.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2784248.000000,0.000000,4892.679126,115.705184,7.320874,4900.000000,5223.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2784341.000000,0.000000,4898.169782,115.705184,1.830218,4900.000000,5472.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2784435.000000,0.000000,4901.541237,115.705184,-1.541237,4900.000000,5722.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2784528.000000,0.000000,4899.422036,115.705184,0.577964,4900.000000,5971.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2784622.000000,0.000000,4894.701999,115.705184,5.298001,4900.000000,6220.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2784715.000000,0.000000,4894.413017,115.705184,5.586983,4900.000000,6469.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2784809.000000,0.000000,4897.784472,115.705184,2.215528,4900.000000,6718.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2784902.000000,0.000000,4899.711018,115.705184,0.288982,4900.000000,6967.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2784995.000000,0.000000,4896.146909,115.705184,3.853091,4900.000000,7216.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2785089.000000,0.000000,4894.990981,115.705184,5.009019,4900.000000,7465.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2785182.000000,0.000000,4893.449744,115.705184,6.550256,4900.000000,7714.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2785276.000000,0.000000,4894.124035,115.705184,5.875965,4900.000000,7963.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2785369.000000,0.000000,4900.963273,115.705184,-0.963273,4900.000000,8213.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2785463.000000,0.000000,4903.853091,115.705184,-3.853091,4900.000000,8462.000000,0.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2785650.000000,0.000000,3710.646973,115.705184,1189.353027,4900.000000,12897.000000,371.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2785743.000000,0.000000,2281.438965,115.705184,2618.561035,4900.000000,12959.000000,599.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2785836.000000,0.000000,1474.216309,115.705184,3425.783691,4900.000000,13022.000000,746.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2785930.000000,0.000000,1108.461670,115.705184,3791.538330,4900.000000,13084.000000,856.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2786024.000000,195.000000,356.049316,158.448905,4543.950684,4900.000000,13159.000000,35.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2786118.000000,394.000000,122.346680,130.410706,4854.798828,4977.145508,13174.000000,47.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2786211.000000,594.000000,236.308105,144.097892,4819.157715,5055.465820,13187.000000,70.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2786305.000000,793.000000,350.840820,157.859360,4782.553711,5133.394531,13200.000000,105.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2786398.000000,992.000000,361.726074,159.183677,4849.597168,5211.323242,13214.000000,141.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2786492.000000,1192.000000,370.594238,160.266386,4919.049316,5289.643555,13229.000000,178.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2786585.000000,1391.000000,371.172363,160.354320,4996.399902,5367.572266,13244.000000,215.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2786679.000000,1590.000000,348.920410,157.701531,5096.580566,5445.500977,13259.000000,249.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2786772.000000,1790.000000,344.495605,157.187780,5179.325684,5523.821289,13273.000000,283.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2786865.000000,1989.000000,394.007812,163.148945,5207.742188,5601.750000,13288.000000,322.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2786959.000000,2188.000000,447.662109,169.609844,5232.016602,5679.678711,13303.000000,366.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2787052.000000,2387.000000,454.597656,170.464839,5303.009766,5757.607422,13319.000000,411.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2787146.000000,2587.000000,451.713867,170.141370,5384.213867,5835.927734,13335.000000,456.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2787239.000000,2786.000000,443.622559,169.192594,5470.233887,5913.856445,13350.000000,500.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2787333.000000,2985.000000,444.778320,169.353525,5547.006836,5991.785156,13366.000000,544.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2787426.000000,3185.000000,430.335449,167.641897,5639.770020,6070.105469,13382.000000,587.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2787519.000000,3384.000000,426.482422,167.200858,5721.551758,6148.034180,13398.000000,629.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2787613.000000,3583.000000,429.949707,167.638429,5796.013184,6225.962891,13414.000000,671.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2787706.000000,3783.000000,435.928223,168.377648,5868.354980,6304.283203,13429.000000,714.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2787800.000000,3982.000000,439.974121,168.885154,5942.237793,6382.211914,13445.000000,757.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2787893.000000,4181.000000,441.997070,169.150008,6018.143555,6460.140625,13461.000000,801.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2787987.000000,4381.000000,453.562500,170.560538,6084.898438,6538.460938,13477.000000,846.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2788080.000000,4580.000000,469.937988,172.549093,6146.451660,6616.389648,13493.000000,892.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2788173.000000,4779.000000,478.703613,173.624903,6215.614746,6694.318359,13509.000000,939.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2788267.000000,4978.000000,481.882324,174.030443,6290.364746,6772.247070,13525.000000,987.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2788360.000000,5178.000000,485.163574,174.448451,6365.403809,6850.567383,13541.000000,1035.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2788454.000000,5377.000000,479.769531,173.825154,6448.726562,6928.496094,13557.000000,1082.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2788547.000000,5576.000000,478.908691,173.745799,6527.907715,7006.816406,13574.000000,1129.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2788641.000000,5776.000000,472.647461,173.018084,6612.097656,7084.745117,13590.000000,1176.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2788734.000000,5975.000000,465.037598,172.128152,6697.636230,7162.673828,13606.000000,1222.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2788828.000000,6174.000000,466.289551,172.301701,6774.312988,7240.602539,13622.000000,1268.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2788921.000000,6374.000000,452.135742,170.625851,6866.787109,7318.922852,13638.000000,1313.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2789015.000000,6573.000000,436.819824,168.809781,6960.031738,7396.851562,13654.000000,1356.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2789108.000000,6772.000000,426.807617,167.629657,7048.364258,7475.171875,13671.000000,1398.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2789201.000000,6972.000000,413.514648,166.055176,7139.585938,7553.100586,13687.000000,1439.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2789295.000000,7171.000000,405.230469,165.081336,7225.798828,7631.029297,13703.000000,1479.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2789388.000000,7370.000000,391.551758,163.459469,7317.406250,7708.958008,13719.000000,1518.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2789482.000000,7570.000000,379.999023,162.092140,7407.279297,7787.278320,13735.000000,1555.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2789575.000000,7769.000000,367.572266,160.619308,7497.634766,7865.207031,13751.000000,1591.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2789669.000000,7968.000000,353.604980,158.960914,7589.530762,7943.135742,13768.000000,1626.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2789762.000000,8167.000000,347.253418,158.216089,7674.202637,8021.456055,13784.000000,1660.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2789856.000000,8367.000000,329.818359,156.140373,7769.566406,8099.384766,13800.000000,1692.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2789949.000000,8566.000000,311.419922,153.948132,7865.893555,8177.313477,13816.000000,1723.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2790042.000000,8765.000000,294.857422,151.975375,7960.776367,8255.633789,13832.000000,1752.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2790136.000000,8965.000000,288.403809,151.215361,8045.158691,8333.562500,13848.000000,1780.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2790229.000000,9164.000000,279.445312,150.154314,8132.045898,8411.491211,13865.000000,1807.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2790323.000000,9363.000000,274.634766,149.590780,8215.176758,8489.811523,13881.000000,1834.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2790416.000000,9563.000000,271.937500,149.280705,8295.802734,8567.740234,13897.000000,1861.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2790510.000000,9762.000000,268.566406,148.889602,8377.102539,8645.668945,13913.000000,1887.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2790603.000000,9961.000000,258.452148,147.688814,8465.145508,8723.597656,13929.000000,1912.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2790696.000000,10161.000000,247.573242,146.395724,8554.344727,8801.917969,13945.000000,1936.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2790790.000000,10360.000000,248.921875,146.570006,8630.924805,8879.846680,13962.000000,1960.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2790883.000000,10559.000000,248.343750,146.513048,8709.431641,8957.775391,13978.000000,1984.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2790977.000000,10759.000000,255.863281,147.428185,8780.232422,9036.095703,13994.000000,2009.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2791070.000000,10958.000000,256.344727,147.498775,8857.679688,9114.024414,14010.000000,2034.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2791164.000000,11157.000000,259.427734,147.881708,8932.525391,9191.953125,14026.000000,2059.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2791257.000000,11356.000000,259.818359,147.941574,9010.455078,9270.273438,14042.000000,2084.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2791350.000000,11556.000000,253.268555,147.168261,9094.933594,9348.202148,14059.000000,2109.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2791444.000000,11755.000000,247.392578,146.475513,9178.738281,9426.130859,14075.000000,2133.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2791537.000000,11954.000000,246.333008,146.360681,9257.726562,9504.059570,14091.000000,2157.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2791631.000000,12154.000000,232.372070,144.696987,9350.007812,9582.379883,14107.000000,2180.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2791724.000000,12353.000000,218.115234,142.997073,9442.193359,9660.308594,14123.000000,2201.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2791818.000000,12552.000000,207.236328,141.701966,9531.392578,9738.628906,14139.000000,2221.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2791911.000000,12752.000000,200.011719,140.845013,9616.545898,9816.557617,14156.000000,2241.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2792005.000000,12951.000000,184.310547,138.970088,9710.175781,9894.486328,14172.000000,2259.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2792098.000000,13150.000000,163.503906,136.481467,9808.911133,9972.415039,14188.000000,2275.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2792192.000000,13350.000000,145.400391,134.316315,9905.334961,10050.735352,14204.000000,2289.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2792285.000000,13549.000000,133.648438,132.912763,9995.015625,10128.664062,14220.000000,2302.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2792379.000000,13748.000000,129.031250,132.365152,10077.953125,10206.984375,14236.000000,2314.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2792472.000000,13948.000000,116.026367,130.810367,10168.886719,10284.913086,14252.000000,2325.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2792565.000000,14147.000000,103.407227,129.301241,10259.434570,10362.841797,14269.000000,2335.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2792659.000000,14346.000000,85.490234,127.155476,10355.280273,10440.770508,14285.000000,2343.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2792752.000000,14545.000000,70.855469,125.402847,10448.235352,10519.090820,14301.000000,2350.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2792846.000000,14745.000000,51.782227,123.116647,10545.237305,10597.019531,14317.000000,2355.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2792939.000000,14944.000000,41.957031,121.939721,10632.991211,10674.948242,14333.000000,2359.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2793032.000000,15143.000000,36.176758,121.247897,10716.700195,10752.876953,14349.000000,2362.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2793126.000000,15343.000000,34.834961,121.088624,10796.362305,10831.197266,14366.000000,2365.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2793219.000000,15542.000000,30.210938,120.535251,10878.915039,10909.125977,14382.000000,2368.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2793313.000000,15741.000000,33.299805,120.907580,10954.146484,10987.446289,14398.000000,2371.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2793406.000000,15941.000000,25.208008,119.937825,11040.166992,11065.375000,14414.000000,2373.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2793500.000000,16140.000000,19.235352,119.222068,11124.068359,11143.303711,14430.000000,2374.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2793593.000000,16339.000000,25.497070,119.974749,11195.735352,11221.232422,14446.000000,2376.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2793687.000000,16539.000000,35.424805,121.167849,11264.127930,11299.552734,14463.000000,2379.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2793780.000000,16738.000000,43.998047,122.198838,11333.483398,11377.481445,14479.000000,2383.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2793873.000000,16937.000000,46.309570,122.478536,11409.100586,11455.410156,14495.000000,2387.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2793967.000000,17137.000000,53.155273,123.302678,11480.575195,11533.730469,14511.000000,2392.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2794060.000000,17336.000000,59.512695,124.068544,11552.146484,11611.659180,14527.000000,2397.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2794154.000000,17535.000000,70.205078,125.355141,11619.382812,11689.587891,14543.000000,2404.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2794247.000000,17735.000000,78.880859,126.400178,11689.027344,11767.908203,14560.000000,2411.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2794341.000000,17934.000000,66.839844,124.958598,11778.997070,11845.836914,14576.000000,2417.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2794434.000000,18133.000000,57.014648,123.782426,11866.750977,11923.765625,14592.000000,2422.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2794528.000000,18332.000000,51.433594,123.115271,11950.652344,12002.085938,14608.000000,2427.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2794621.000000,18532.000000,41.125977,121.880413,12038.888672,12080.014648,14624.000000,2431.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2794714.000000,18731.000000,31.782227,120.760752,12126.161133,12157.943359,14640.000000,2434.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2794808.000000,18930.000000,33.426758,120.959767,12202.836914,12236.263672,14657.000000,2437.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2794901.000000,19130.000000,38.820312,121.608935,12275.372070,12314.192383,14673.000000,2440.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2794995.000000,19329.000000,22.637695,119.668153,12369.483398,12392.121094,14689.000000,2442.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2795088.000000,19528.000000,18.020508,119.114991,12452.420898,12470.441406,14705.000000,2443.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2795182.000000,19728.000000,19.272461,119.266189,12529.097656,12548.370117,14721.000000,2444.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
2795275.000000,19927.000000,19.464844,119.290248,12606.833984,12626.298828,14737.000000,2445.000000,5.000000,40.000000,1.000000,0.120000,0.001000,0.000000,4.000000,5.000000
